tfidf,bm25,embedding,section_aware,P@5_v1,P@5_v2,R@5_v1,R@5_v2,nDCG@5_v1,nDCG@5_v2,MAP_v1,MAP_v2,MRR_v1,MRR_v2
0.0,0.45,0.0,0.45,0.4,0.44000000000000006,0.4,0.3504761904761905,0.6754430630676099,0.7615783746822885,0.3810476190476191,0.3198809523809524,0.6952380952380952,0.7166666666666666
0.0,0.45,0.05,0.4,0.4,0.44000000000000006,0.4,0.3504761904761905,0.6839441578296375,0.770079469444316,0.38771428571428573,0.3246428571428572,0.6952380952380952,0.7166666666666666
0.0,0.45,0.1,0.35,0.4,0.44000000000000006,0.4,0.3504761904761905,0.6805225742209751,0.7666578858356536,0.3899365079365079,0.3300132275132275,0.6952380952380952,0.7166666666666666
0.0,0.45,0.15,0.3,0.4,0.44000000000000006,0.4,0.3504761904761905,0.6740161709188089,0.7601514825334875,0.3808888888888889,0.3216005291005291,0.7,0.7166666666666666
0.0,0.45,0.2,0.25,0.44000000000000006,0.4800000000000001,0.44000000000000006,0.38380952380952377,0.7472736215730783,0.7701562271945473,0.376,0.31745238095238093,0.7066666666666667,0.7166666666666666
0.0,0.45,0.25,0.2,0.4,0.44000000000000006,0.4,0.34380952380952384,0.7578931356678834,0.7807757412893525,0.372,0.3134523809523809,0.7066666666666667,0.7166666666666666
0.0,0.45,0.3,0.15,0.4,0.44000000000000006,0.4,0.34380952380952384,0.7666578858356536,0.7807757412893525,0.3725714285714285,0.3123809523809523,0.7166666666666666,0.7166666666666666
0.0,0.45,0.35,0.1,0.36000000000000004,0.4,0.36000000000000004,0.3188095238095238,0.7562147810589946,0.7703326365126936,0.362,0.30428571428571427,0.7,0.7
0.0,0.45,0.4,0.05,0.4,0.4,0.4,0.3188095238095238,0.7703326365126936,0.7703326365126936,0.34244444444444444,0.28539682539682537,0.7,0.7
0.0,0.45,0.45,0.0,0.4,0.4,0.4,0.3188095238095238,0.7615678863449233,0.7615678863449233,0.31066666666666665,0.25657142857142856,0.6900000000000001,0.6900000000000001
0.0,0.5,0.0,0.4,0.4,0.44000000000000006,0.4,0.3504761904761905,0.6386852807234542,0.7248205923381328,0.3700952380952381,0.31373015873015875,0.6,0.6166666666666666
